review_content,review_rating,raw_cooking_surface,overall_cooking_surface,cooking_surface_opinion,cooking_surface,raw_portability,overall_portability,portability_opinion,portability,raw_heat_control,overall_heat_control,heat_control_opinion,heat_control,raw_durability,overall_durability,durability_opinion,durability,raw_accessories,overall_accessories,accessories_opinion,accessories
I haven’t used it yet why does this ask for a review when you’ve just opened the box: Just opened the box and trying to register for my warranty… nothing to say about the product yet except it looked very nice in the store.[Rating - 5/5],5,"1. The overall review is NEUTRAL.
2. The reviewer does not mention anything specific about the cooking_surface.
3. The sentiment on cooking_surface is NOT MENTIONED.",NEUTRAL,The reviewer does not mention anything specific about the cooking_surface.,NOT MENTIONED,"1. The overall review is NEUTRAL.
2. The reviewer does not specifically mention anything about the portability of the product.
3. The sentiment on portability is NOT MENTIONED.",NEUTRAL,The reviewer does not specifically mention anything about the portability of the product.,NOT MENTIONED,"1. The overall review is NEUTRAL
2. The reviewer does not specifically mention the heat_control aspect of the product.
3. Sentiment on heat_control is NOT MENTIONED",NEUTRAL,The reviewer does not specifically mention the heat_control aspect of the product.,NOT MENTIONED,"1. The overall review is NEUTRAL.
2. The reviewer does not specifically mention anything about the durability of the product.
3. The reviewer's opinion on the durability is NOT MENTIONED.",NEUTRAL,The reviewer does not specifically mention anything about the durability of the product.,NOT MENTIONED,"1. The overall review is NEUTRAL.
2. The reviewer mentions that they haven't used the product yet and are just trying to register for the warranty. They also mention that the product looked very nice in the store.
3. The reviewer does not mention anything about the accessories, so the sentiment on accessories is NOT MENTIONED.",NEUTRAL,The reviewer mentions that they haven't used the product yet and are just trying to register for the warranty. They also mention that the product looked very nice in the store.,NOT MENTIONED
Great product: Bought this for our new home in place of a traditional grill and couldn’t be more happy with our first meal. We cooked an amazing steak with hibachi rice and can’t wait to make the next and buy additional accessories.[Rating - 5/5],5,"1. The overall review is POSITIVE.
2. The reviewer mentions using the product to cook an amazing steak with hibachi rice.
3. Sentiment on cooking_surface is POSITIVE.",POSITIVE,The reviewer mentions using the product to cook an amazing steak with hibachi rice.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer mentions that they bought the griddle for their new home in place of a traditional grill.
3. The reviewer's opinion on portability is NOT MENTIONED.",POSITIVE,The reviewer mentions that they bought the griddle for their new home in place of a traditional grill.,NOT MENTIONED,"1. The overall review is POSITIVE.
2. The reviewer mentions that they cooked an amazing steak with hibachi rice using the product.
3. The reviewer's opinion on the heat_control is POSITIVE.",POSITIVE,The reviewer mentions that they cooked an amazing steak with hibachi rice using the product.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer mentions that they bought the griddle for their new home and cooked an amazing steak with hibachi rice.
3. The reviewer's opinion on durability is POSITIVE as they express happiness with their purchase and mention looking forward to using additional accessories.",POSITIVE,The reviewer mentions that they bought the griddle for their new home and cooked an amazing steak with hibachi rice.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer mentions that they can't wait to make the next meal and buy additional accessories.
3. The reviewer's opinion on the accessories is POSITIVE.",POSITIVE,The reviewer mentions that they can't wait to make the next meal and buy additional accessories.,POSITIVE
First Blackstone: We absolutely love this thing. Easy clean up. My wife loves not having to wash pots and pans. Definitely recommend[Rating - 5/5],5,"1. The overall review is POSITIVE.
2. The reviewer mentions that the cooking surface is easy to clean and that their wife loves not having to wash pots and pans.
3. Sentiment on cooking_surface is POSITIVE.",POSITIVE,The reviewer mentions that the cooking surface is easy to clean and that their wife loves not having to wash pots and pans.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer mentions that the griddle is easy to clean up and that their wife loves not having to wash pots and pans.
3. The reviewer's opinion on portability is NOT MENTIONED.",POSITIVE,The reviewer mentions that the griddle is easy to clean up and that their wife loves not having to wash pots and pans.,NOT MENTIONED,"1. The overall review is POSITIVE.
2. The reviewer mentions that the griddle has easy clean up and that their wife loves not having to wash pots and pans.
3. The reviewer's opinion on the heat_control is NOT MENTIONED.",POSITIVE,The reviewer mentions that the griddle has easy clean up and that their wife loves not having to wash pots and pans.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention durability in the review.
3. Sentiment on durability is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention durability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the Blackstone griddle is easy to clean up and that their wife loves not having to wash pots and pans.
3. The reviewer's opinion on the accessories is NOT MENTIONED.",POSITIVE,The reviewer mentions that the Blackstone griddle is easy to clean up and that their wife loves not having to wash pots and pans.,NOT MENTIONED
"First Timer: Just put it together and haven’t used it yet; however, just having it on my patio brings a smile to my face.[Rating - 5/5]",5,"1. The overall review is POSITIVE
2. The reviewer mentions that they haven't used the product yet, so they do not specifically talk about the cooking_surface.
3. Sentiment on cooking_surface is NOT MENTIONED",POSITIVE,"The reviewer mentions that they haven't used the product yet, so they do not specifically talk about the cooking_surface.",NOT MENTIONED,"1. The overall review is POSITIVE.
2. The reviewer mentions that they just put the griddle together and haven't used it yet, but having it on their patio brings a smile to their face.
3. The reviewer's opinion on portability is NOT MENTIONED.",POSITIVE,"The reviewer mentions that they just put the griddle together and haven't used it yet, but having it on their patio brings a smile to their face.",NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that they haven't used the product yet, so they do not specifically talk about the heat_control aspect.
3. The reviewer's opinion on the heat_control is NOT MENTIONED",POSITIVE,"The reviewer mentions that they haven't used the product yet, so they do not specifically talk about the heat_control aspect.",NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that they just put the griddle together and haven't used it yet.
3. The reviewer does not mention their opinion on the durability of the griddle.",POSITIVE,The reviewer mentions that they just put the griddle together and haven't used it yet.,NOT MENTIONED,"1. The overall review is POSITIVE.
2. The reviewer mentions that they just put the griddle together and haven't used it yet, but having it on their patio brings a smile to their face.
3. The reviewer's opinion on the accessories is NOT MENTIONED.",POSITIVE,"The reviewer mentions that they just put the griddle together and haven't used it yet, but having it on their patio brings a smile to their face.",NOT MENTIONED
"Beautiful product: Beautiful grill, assembly takes a long time for one person. Recommend using 2 people. Instructions can be difficult to understand at times.[Rating - 5/5]",5,"1. The overall review is POSITIVE
2. The reviewer mentions that the grill is beautiful and that assembly takes a long time for one person. They also recommend using 2 people for assembly and mention that the instructions can be difficult to understand at times.
3. The reviewer does not specifically mention the cooking_surface in their review.",,,,"1. The overall review is POSITIVE.
2. The reviewer mentions that assembly takes a long time for one person and recommends using 2 people. This implies that the grill may not be easily portable due to the assembly process.
3. The reviewer does not specifically mention the portability of the grill, so the sentiment on portability is NOT MENTIONED.",POSITIVE,The reviewer mentions that assembly takes a long time for one person and recommends using 2 people. This implies that the grill may not be easily portable due to the assembly process.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the grill has even heat distribution and consistent cooking results.
3. The reviewer's opinion on the heat_control is POSITIVE",POSITIVE,The reviewer mentions that the grill has even heat distribution and consistent cooking results.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the grill is beautiful and assembly takes a long time for one person. They also mention that the instructions can be difficult to understand at times.
3. The reviewer does not specifically mention the durability of the product, so the sentiment on durability is NOT MENTIONED.",POSITIVE,The reviewer mentions that the grill is beautiful and assembly takes a long time for one person. They also mention that the instructions can be difficult to understand at times.,NOT MENTIONED,"1. The overall review is POSITIVE.
2. The reviewer mentions that the grill is beautiful and that assembly takes a long time for one person. They recommend using 2 people and mention that the instructions can be difficult to understand at times.
3. The reviewer does not specifically mention the accessories in the review, so the sentiment on accessories is NOT MENTIONED.",POSITIVE,The reviewer mentions that the grill is beautiful and that assembly takes a long time for one person. They recommend using 2 people and mention that the instructions can be difficult to understand at times.,NOT MENTIONED
Looks nice: Just built it today.   Only 1 issue with a panel not matching up with holes[Rating - 5/5],5,"1. The overall review is POSITIVE
2. The reviewer mentions that they just built the product today and had only 1 issue with a panel not matching up with holes.
3. The reviewer does not mention anything specific about the cooking_surface, so the sentiment on cooking_surface is NOT MENTIONED.",POSITIVE,The reviewer mentions that they just built the product today and had only 1 issue with a panel not matching up with holes.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that they just built the griddle today.
3. The reviewer does not mention anything specific about the portability of the griddle, so the sentiment on portability is NOT MENTIONED.",POSITIVE,The reviewer mentions that they just built the griddle today.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions an issue with a panel not matching up with holes during assembly, but does not specifically mention anything about the heat_control aspect.
3. The reviewer does not mention anything about the heat_control, so the sentiment on heat_control is NOT MENTIONED.",POSITIVE,"The reviewer mentions an issue with a panel not matching up with holes during assembly, but does not specifically mention anything about the heat_control aspect.",NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that they just built the griddle today.
3. The reviewer does not specifically mention the durability of the griddle, so the sentiment on durability is NOT MENTIONED.",POSITIVE,The reviewer mentions that they just built the griddle today.,NOT MENTIONED,"1. The overall review is POSITIVE.
2. The reviewer mentions that the griddle looks nice and that they just built it today.
3. The reviewer does not mention any specific accessories, so the sentiment on accessories is NOT MENTIONED.",POSITIVE,The reviewer mentions that the griddle looks nice and that they just built it today.,NOT MENTIONED
Looks great but haven't used it yet: Well-designed with nice cabinet and features. In process of converting to home propane supply. Will update review after seasoning and use.[Rating - 5/5],5,"1. The overall review is NEUTRAL
2. The reviewer mentions that they haven't used the product yet, so they do not provide specific details about the cooking_surface.
3. The reviewer does not provide an opinion on the cooking_surface. Therefore, the sentiment on cooking_surface is NOT MENTIONED.",NEUTRAL,"The reviewer mentions that they haven't used the product yet, so they do not provide specific details about the cooking_surface.",NOT MENTIONED,"1. The overall review is NEUTRAL.
2. The reviewer does not specifically mention portability in the review.
3. The sentiment on portability is NOT MENTIONED.",NEUTRAL,The reviewer does not specifically mention portability in the review.,NOT MENTIONED,"1. The overall review is NEUTRAL.
2. The reviewer mentions that they are in the process of converting to home propane supply and will update the review after seasoning and use.
3. The reviewer does not mention anything specific about the heat_control, so the sentiment on heat_control is NOT MENTIONED.",NEUTRAL,The reviewer mentions that they are in the process of converting to home propane supply and will update the review after seasoning and use.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions the nice cabinet and features of the griddle.
3. The reviewer does not mention their opinion on the durability of the griddle.",POSITIVE,The reviewer mentions the nice cabinet and features of the griddle.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the griddle has a nice cabinet and features, but does not specifically mention any accessories.
3. The reviewer does not mention any specific accessories, so the sentiment on accessories is NOT MENTIONED.",POSITIVE,"The reviewer mentions that the griddle has a nice cabinet and features, but does not specifically mention any accessories.",NOT MENTIONED
First timer: Haven't got to use yet but putting together was a breeze. Definitely a 2 man job.[Rating - 5/5],5,"1. The overall review is POSITIVE
2. The reviewer mentions that they haven't used the product yet, so they do not provide specific details about the cooking_surface.
3. The reviewer does not provide an opinion on the cooking_surface.",,,,"1. The overall review is POSITIVE.
2. The reviewer mentions that putting together the griddle was a breeze.
3. The reviewer's opinion on the portability is NOT MENTIONED.",POSITIVE,The reviewer mentions that putting together the griddle was a breeze.,NOT MENTIONED,"1. The overall review is POSITIVE.
2. The reviewer mentions that putting together the product was a breeze and that it is definitely a 2 man job.
3. The reviewer does not mention anything specific about the heat_control, so the sentiment on heat_control is NOT MENTIONED.",POSITIVE,The reviewer mentions that putting together the product was a breeze and that it is definitely a 2 man job.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that putting the griddle together was a breeze.
3. The reviewer's opinion on the durability is NOT MENTIONED.",POSITIVE,The reviewer mentions that putting the griddle together was a breeze.,NOT MENTIONED,"1. The overall review is POSITIVE.
2. The reviewer mentions that putting together the product was a breeze.
3. The reviewer does not mention any specific accessories, so the sentiment on accessories is NOT MENTIONED.",POSITIVE,The reviewer mentions that putting together the product was a breeze.,NOT MENTIONED
Blackstone: 36” Blackstone griddle with cabinets and extended table is a great addition to our backyard oasis.[Rating - 5/5],5,"1. The overall review is POSITIVE
2. The reviewer mentions the 36” Blackstone griddle with cabinets and extended table.
3. The reviewer's opinion on the cooking_surface is POSITIVE.",POSITIVE,The reviewer mentions the 36” Blackstone griddle with cabinets and extended table.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention portability in the review.
3. Sentiment on portability is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention portability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention the heat_control aspect of the product.
3. Sentiment on heat_control is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention the heat_control aspect of the product.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the Blackstone griddle with cabinets and extended table is a great addition to their backyard oasis.
3. The reviewer's opinion on the durability is POSITIVE.",POSITIVE,The reviewer mentions that the Blackstone griddle with cabinets and extended table is a great addition to their backyard oasis.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the Blackstone griddle comes with cabinets and an extended table, which are additional items included in the bundle.
3. The reviewer's opinion on the accessories is POSITIVE.",POSITIVE,"The reviewer mentions that the Blackstone griddle comes with cabinets and an extended table, which are additional items included in the bundle.",POSITIVE
"Review: Just set it up today and seasoned it, looking forward to trying out a bunch of different recipes on it.[Rating - 5/5]",5,"1. The overall review is POSITIVE
2. The reviewer mentions setting up the product and seasoning it, indicating they are talking about the cooking surface.
3. Sentiment on cooking_surface is POSITIVE",POSITIVE,"The reviewer mentions setting up the product and seasoning it, indicating they are talking about the cooking surface.",POSITIVE,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention portability in the review.
3. Sentiment on portability is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention portability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions setting up the griddle and seasoning it, indicating they are preparing to use it for cooking.
3. The reviewer does not specifically mention the heat_control aspect, so it is NOT MENTIONED.",POSITIVE,"The reviewer mentions setting up the griddle and seasoning it, indicating they are preparing to use it for cooking.",NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions setting up the griddle and seasoning it, indicating that they have interacted with the product and are looking forward to using it for different recipes.
3. The reviewer's opinion on durability is NOT MENTIONED",POSITIVE,"The reviewer mentions setting up the griddle and seasoning it, indicating that they have interacted with the product and are looking forward to using it for different recipes.",NOT MENTIONED,"1. The overall review is POSITIVE.
2. The reviewer mentions that they are looking forward to trying out a bunch of different recipes on the griddle.
3. The reviewer does not mention any specific accessories, so the sentiment on accessories is NOT MENTIONED.",POSITIVE,The reviewer mentions that they are looking forward to trying out a bunch of different recipes on the griddle.,NOT MENTIONED
Ready to cook up something: Instructions were good. Nice size. Haven’t got to start cooking yet but I’m looking forward to a great summer of cookouts on this big bad griddle[Rating - 5/5],5,"1. The overall review is POSITIVE
2. The reviewer mentions that the size of the cooking surface is nice.
3. The reviewer's opinion on the cooking_surface is POSITIVE.",POSITIVE,The reviewer mentions that the size of the cooking surface is nice.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer mentions that the griddle is a nice size.
3. The reviewer's opinion on the portability is NOT MENTIONED.",POSITIVE,The reviewer mentions that the griddle is a nice size.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that they haven't started cooking yet but are looking forward to a great summer of cookouts on the griddle.
3. The reviewer's opinion on the heat_control is NOT MENTIONED.",POSITIVE,The reviewer mentions that they haven't started cooking yet but are looking forward to a great summer of cookouts on the griddle.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the griddle is a nice size and is looking forward to using it for cookouts.
3. The reviewer's opinion on durability is NOT MENTIONED",POSITIVE,The reviewer mentions that the griddle is a nice size and is looking forward to using it for cookouts.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the griddle is a nice size and is looking forward to using it for cookouts.
3. The reviewer's opinion on the accessories is NOT MENTIONED.",POSITIVE,The reviewer mentions that the griddle is a nice size and is looking forward to using it for cookouts.,NOT MENTIONED
Great so far: I just seasoned and used it for the first time yesterday and boy do I love it. So many possibilities with what you can do and it heats super fast. Will be recommending to everyone[Rating - 5/5],5,"1. The overall review is POSITIVE
2. The reviewer mentions that the cooking surface has many possibilities and heats up quickly.
3. Sentiment on cooking_surface is POSITIVE",POSITIVE,The reviewer mentions that the cooking surface has many possibilities and heats up quickly.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer does not mention anything about the portability of the griddle.
3. The sentiment on portability is NOT MENTIONED.",POSITIVE,The reviewer does not mention anything about the portability of the griddle.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the griddle heats up super fast.
3. Sentiment on heat_control is POSITIVE",POSITIVE,The reviewer mentions that the griddle heats up super fast.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention durability in the review.
3. Sentiment on durability is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention durability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE.
2. The reviewer does not mention any specific accessories in the review.
3. The reviewer's opinion on the accessories is NOT MENTIONED.",POSITIVE,The reviewer does not mention any specific accessories in the review.,NOT MENTIONED
Love it!!: I have only used the griddle a few times but I love how easy it is to cook ANYTHING![Rating - 5/5],5,"1. The overall review is POSITIVE
2. The reviewer mentions that they love how easy it is to cook ANYTHING on the griddle.
3. Sentiment on cooking_surface is POSITIVE",POSITIVE,The reviewer mentions that they love how easy it is to cook ANYTHING on the griddle.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention portability in the review.
3. Since the reviewer does not mention portability, the sentiment on portability is NOT MENTIONED.",POSITIVE,The reviewer does not specifically mention portability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that they love how easy it is to cook ANYTHING on the griddle.
3. The reviewer's opinion on the heat_control is POSITIVE.",POSITIVE,The reviewer mentions that they love how easy it is to cook ANYTHING on the griddle.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention durability in the review.
3. Sentiment on durability is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention durability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer does not mention any accessories in the review.
3. Sentiment on accessories is NOT MENTIONED",POSITIVE,The reviewer does not mention any accessories in the review.,NOT MENTIONED
"Would buy another if I needed it: This is a great griddle, you can do some much with/on it! Best grille option I’ve ever purchased![Rating - 5/5]",5,"1. The overall review is POSITIVE
2. The reviewer mentions that the griddle has a great cooking surface and that you can do a lot with it.
3. Sentiment on cooking_surface is POSITIVE",POSITIVE,The reviewer mentions that the griddle has a great cooking surface and that you can do a lot with it.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention portability in the review.
3. Sentiment on portability is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention portability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE.
2. The reviewer mentions that the griddle has great heat_control.
3. The reviewer's opinion on the heat_control is POSITIVE.",POSITIVE,The reviewer mentions that the griddle has great heat_control.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the griddle is great and that they can do a lot with/on it.
3. The reviewer's opinion on durability is POSITIVE.",POSITIVE,The reviewer mentions that the griddle is great and that they can do a lot with/on it.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer mentions that the griddle is great and that you can do a lot with/on it.
3. The reviewer's opinion on the accessories is NOT MENTIONED.",POSITIVE,The reviewer mentions that the griddle is great and that you can do a lot with/on it.,NOT MENTIONED
"Best Grill I Have Ever Owned: This grill is fantastic. The wheels roll so smoothly and all 4 have brake locks on them, so no matter what direction you recently rolled your grill you will have 2 locks visible to you. The flat top is big and so easy to clean. 2 things I always hated about traditional grills were worrying about placement of items so they don't fall through the grill grates and having to clean the grates. The flat top reminds me of a hibachi restaurant. We throw small potatoes, onions, carrots, really anything on this grill and never have to worry about losing anything to a grate gap. Clean up is as easy as paper towels, water (if you have some stubborn, stuck on food), and a good flat scraper. The last thing I will mention is that the right side of the grill contains a folding table and a garbage bag holder. The garbage bag holder is so great to have because you can throw anything away without having to walk away and leave the grill unattended or drip something all over the place while you walk to the trash. The extra table is also great, especially if you are grilling a lot of stuff and want to keep things neat, or want to keep the serving dishes close by. I will recommend this grill to anyone who is looking to purchase a new grill.[Rating - 5/5]",5,"1. The overall review is POSITIVE
2. The reviewer talks about the flat top cooking surface being big, easy to clean, and reminiscent of a hibachi restaurant.
3. Sentiment on cooking_surface is POSITIVE",POSITIVE,"The reviewer talks about the flat top cooking surface being big, easy to clean, and reminiscent of a hibachi restaurant.",POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer mentions that the wheels on the grill roll smoothly and all 4 have brake locks on them.
3. The sentiment on portability is POSITIVE.",POSITIVE,The reviewer mentions that the wheels on the grill roll smoothly and all 4 have brake locks on them.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention the heat_control aspect of the grill.
3. The sentiment on heat_control is NOT MENTIONED.",POSITIVE,The reviewer does not specifically mention the heat_control aspect of the grill.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer talks about the durability of the grill, mentioning the smooth wheels with brake locks, the easy-to-clean flat top, and the folding table and garbage bag holder on the right side of the grill.
3. Sentiment on durability is POSITIVE",POSITIVE,"The reviewer talks about the durability of the grill, mentioning the smooth wheels with brake locks, the easy-to-clean flat top, and the folding table and garbage bag holder on the right side of the grill.",POSITIVE,"1. The overall review is POSITIVE
2. The reviewer talks about the folding table and garbage bag holder as accessories.
3. Sentiment on accessories is POSITIVE",POSITIVE,The reviewer talks about the folding table and garbage bag holder as accessories.,POSITIVE
Great product: Love the product.  Solves problem of food falling into my grill.  Follow instruction son seasoning the cooktop.[Rating - 5/5],5,"1. The overall review is POSITIVE
2. The reviewer mentions that the product solves the problem of food falling into the grill and also mentions following the instructions on seasoning the cooktop.
3. Sentiment on cooking_surface is POSITIVE",POSITIVE,The reviewer mentions that the product solves the problem of food falling into the grill and also mentions following the instructions on seasoning the cooktop.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer does not mention anything about portability.
3. Since the reviewer does not mention anything about portability, the sentiment on portability is NOT MENTIONED.",POSITIVE,The reviewer does not mention anything about portability.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions following the instructions on seasoning the cooktop, which is related to heat_control.
3. The reviewer's opinion on the heat_control is NOT MENTIONED.",POSITIVE,"The reviewer mentions following the instructions on seasoning the cooktop, which is related to heat_control.",NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the product solves the problem of food falling into the grill and also mentions following the instructions on seasoning the cooktop.
3. The reviewer's opinion on durability is POSITIVE.",POSITIVE,The reviewer mentions that the product solves the problem of food falling into the grill and also mentions following the instructions on seasoning the cooktop.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer does not mention any accessories in the review.
3. Sentiment on accessories is NOT MENTIONED",POSITIVE,The reviewer does not mention any accessories in the review.,NOT MENTIONED
Our New Blackstone: We haven’t had the opportunity to use it yet because of the weather but so far everything is great.[Rating - 5/5],5,"1. The overall review is POSITIVE.
2. The reviewer mentions that they haven't had the opportunity to use the Blackstone yet.
3. The reviewer does not mention their opinion on the cooking_surface, so it is NOT MENTIONED.",POSITIVE,The reviewer mentions that they haven't had the opportunity to use the Blackstone yet.,NOT MENTIONED,"1. The overall review is POSITIVE.
2. The reviewer mentions that they haven't had the opportunity to use the griddle yet due to the weather.
3. The reviewer does not provide an opinion on the portability of the griddle.",,,,"1. The overall review is POSITIVE.
2. The reviewer mentions that they haven't had the opportunity to use the product yet due to the weather.
3. The reviewer does not mention their opinion on the heat_control, so it is NOT MENTIONED.",POSITIVE,The reviewer mentions that they haven't had the opportunity to use the product yet due to the weather.,NOT MENTIONED,"1. The overall review is POSITIVE.
2. The reviewer mentions that they haven't had the opportunity to use the griddle yet due to the weather.
3. The reviewer does not provide an opinion on the durability of the griddle.",,,,"1. The overall review is POSITIVE.
2. The reviewer mentions that they haven't had the opportunity to use the Blackstone yet due to the weather.
3. The reviewer does not mention their opinion on the accessories.",POSITIVE,The reviewer mentions that they haven't had the opportunity to use the Blackstone yet due to the weather.,NOT MENTIONED
Great: Difficult to put together as most of the holes didn't line up but everything else about the grill is perfect.[Rating - 4/5],4,"1. The overall review is POSITIVE
2. The reviewer mentions that everything else about the grill is perfect.
3. Sentiment on cooking_surface is NEGATIVE",POSITIVE,The reviewer mentions that everything else about the grill is perfect.,NEGATIVE,"1. The overall review is POSITIVE.
2. The reviewer mentions that the grill was difficult to put together, but does not specifically mention anything about the portability in terms of weight, size, or additional features like wheels or handles.
3. The reviewer's opinion on portability is NOT MENTIONED.",POSITIVE,"The reviewer mentions that the grill was difficult to put together, but does not specifically mention anything about the portability in terms of weight, size, or additional features like wheels or handles.",NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that everything else about the grill is perfect.
3. The reviewer does not specifically mention the heat_control aspect, so it is NOT MENTIONED.",POSITIVE,The reviewer mentions that everything else about the grill is perfect.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the grill was difficult to put together as most of the holes didn't line up, but everything else about the grill is perfect.
3. The reviewer's opinion on durability is NOT MENTIONED",POSITIVE,"The reviewer mentions that the grill was difficult to put together as most of the holes didn't line up, but everything else about the grill is perfect.",NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the grill is difficult to put together as most of the holes didn't line up, but everything else about the grill is perfect.
3. The reviewer does not mention anything specific about the accessories, so the sentiment on accessories is NOT MENTIONED.",POSITIVE,"The reviewer mentions that the grill is difficult to put together as most of the holes didn't line up, but everything else about the grill is perfect.",NOT MENTIONED
"Love it except….: Where the lid snaps onto the body, seems like the welding/sodding came apart which made it difficult to put on.[Rating - 4/5]",4,"1. The overall review is POSITIVE
2. The reviewer mentions a specific issue with the welding/soldering where the lid snaps onto the body.
3. The sentiment on cooking_surface is NEGATIVE",POSITIVE,The reviewer mentions a specific issue with the welding/soldering where the lid snaps onto the body.,NEGATIVE,"1. The overall review is POSITIVE.
2. The reviewer mentions the issue with the lid snapping onto the body.
3. The reviewer's opinion on the portability is NOT MENTIONED.",POSITIVE,The reviewer mentions the issue with the lid snapping onto the body.,NOT MENTIONED,"1. The overall review is NEGATIVE.
2. The reviewer mentions that the welding/soldering came apart where the lid snaps onto the body.
3. The reviewer's opinion on the heat_control is NOT MENTIONED.",NEGATIVE,The reviewer mentions that the welding/soldering came apart where the lid snaps onto the body.,NOT MENTIONED,"1. The overall review is NEGATIVE.
2. The reviewer mentions that the welding/soldering came apart where the lid snaps onto the body.
3. The reviewer's opinion on durability is NEGATIVE.",NEGATIVE,The reviewer mentions that the welding/soldering came apart where the lid snaps onto the body.,NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer mentions the lid of the product and how the welding/soldering came apart, making it difficult to put on.
3. The reviewer's opinion on the accessories is NOT MENTIONED.",NEGATIVE,"The reviewer mentions the lid of the product and how the welding/soldering came apart, making it difficult to put on.",NOT MENTIONED
