review_content,review_rating,raw_cooking_surface,overall_cooking_surface,cooking_surface_opinion,cooking_surface,raw_portability,overall_portability,portability_opinion,portability,raw_heat_control,overall_heat_control,heat_control_opinion,heat_control,raw_durability,overall_durability,durability_opinion,durability,raw_accessories,overall_accessories,accessories_opinion,accessories
"Poor customer service: Received this for Christmas from kids and wife. Upon assembly could tell the lid was bent or deformed from the get go. I’m thinking a stamping error. It wouldn’t lay flat on a flat surface. Installed anyway and it didn’t open and close properly. Called and was told that’s how they are. You have to make sure you use the center of the handle when you use it so it doesn’t catch or oil can. Still doesn’t work. Took pics, took video, no response. Ignored. I know it isn’t supposed to be this way. The one on display at Lowes works fine. Sure would have been nice if they just offered to replace the lid. Wishing I would have brought it back to Lowes before finishing assembly now. Wouldn’t have bought another one though and never will.[Rating - 1/5]",1,"1. The overall review is NEGATIVE
2. The reviewer mentions that the lid of the product was bent or deformed, didn't lay flat on a surface, and didn't open and close properly.
3. Sentiment on cooking_surface is NEGATIVE",NEGATIVE,"The reviewer mentions that the lid of the product was bent or deformed, didn't lay flat on a surface, and didn't open and close properly.",NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer does not specifically mention portability in the review.
3. Since the reviewer does not mention portability, the sentiment on portability is NOT MENTIONED.",NEGATIVE,The reviewer does not specifically mention portability in the review.,NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer does not specifically mention the heat_control aspect of the product.
3. Sentiment on heat_control is NOT MENTIONED",NEGATIVE,The reviewer does not specifically mention the heat_control aspect of the product.,NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer mentions that the lid of the griddle was bent or deformed, didn't lay flat on a surface, and didn't open and close properly.
3. Sentiment on durability is NEGATIVE",NEGATIVE,"The reviewer mentions that the lid of the griddle was bent or deformed, didn't lay flat on a surface, and didn't open and close properly.",NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer talks about the lid being bent or deformed, and not functioning properly.
3. The reviewer's opinion on the accessories is NEGATIVE as they mention that the lid was bent or deformed and did not work properly.",NEGATIVE,"The reviewer talks about the lid being bent or deformed, and not functioning properly.",NEGATIVE
"Very disappointed: We brought this grill home and my husband just put it together. 
The lid is absolutely horrible -- a complete failure on the part of Blackstone. It is flimsy and got dented during installation. It doesn't lift easily unless you grab the handle right in the center, it's not easy to get off and the way it hangs on the back, it sticks out a whole foot. In addition, it doesn't lock in place and I'm sure any gust of wind will bring it down on you when you're cooking, which is hazardous. Because of the way it detaches, you will have to decide before cooking whether you want it on or off unless you want to wrestle with a hot lid. In addition, the position of the basket on the front makes the shelf pretty much unusable.
Sorry to say that he was excited about this purchase but now would like to pitch the whole thing. He feels like it was a huge waste of money. I hope the cooking makes up for the horrid design flaws.[Rating - 1/5]",1,"1. The overall review is NEGATIVE
2. The reviewer mentions that the position of the basket on the front makes the shelf pretty much unusable, but does not specifically mention the size, material, heat distribution, or non-stick properties of the cooking surface.
3. Sentiment on cooking_surface is NEGATIVE",NEGATIVE,"The reviewer mentions that the position of the basket on the front makes the shelf pretty much unusable, but does not specifically mention the size, material, heat distribution, or non-stick properties of the cooking surface.",NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer mentions that the lid of the grill is flimsy, doesn't lift easily, sticks out a whole foot, doesn't lock in place, and is hazardous in windy conditions. They also mention that the position of the basket on the front makes the shelf unusable.
3. The sentiment on portability is NEGATIVE",NEGATIVE,"The reviewer mentions that the lid of the grill is flimsy, doesn't lift easily, sticks out a whole foot, doesn't lock in place, and is hazardous in windy conditions. They also mention that the position of the basket on the front makes the shelf unusable.",NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer does not specifically mention the heat_control aspect of the grill.
3. The sentiment on heat_control is NOT MENTIONED.",NEGATIVE,The reviewer does not specifically mention the heat_control aspect of the grill.,NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer talks about the flimsy lid that got dented during installation, the difficulty in lifting it, the lack of locking mechanism, and the position of the basket making the shelf unusable.
3. Sentiment on durability is NEGATIVE",NEGATIVE,"The reviewer talks about the flimsy lid that got dented during installation, the difficulty in lifting it, the lack of locking mechanism, and the position of the basket making the shelf unusable.",NEGATIVE,"1. The overall review is NEGATIVE.

2. The reviewer mentions the position of the basket on the front making the shelf pretty much unusable, but does not specifically mention any other accessories.

3. Sentiment on accessories is NEGATIVE.",NEGATIVE,"The reviewer mentions the position of the basket on the front making the shelf pretty much unusable, but does not specifically mention any other accessories.",NEGATIVE
Missing parts: I received my Blackstone grill assembled as requested. As drivers were leaving lifted the lid and found wad missing a part to hold screw in place so hood doesn’t open and falls when Zi do open it. Driver told me call the store he took pictures. Have been calling the store for two hours straight no response !!! Would recommend gril but not Lowes[Rating - 2/5],2,"1. The overall review is NEGATIVE.
2. The reviewer mentions that the grill was missing a part to hold a screw in place so the hood doesn't open and fall.
3. The reviewer's opinion on the cooking_surface is NOT MENTIONED.",NEGATIVE,The reviewer mentions that the grill was missing a part to hold a screw in place so the hood doesn't open and fall.,NOT MENTIONED,"1. The overall review is NEGATIVE.
2. The reviewer mentions that they received the Blackstone grill assembled as requested, but found a missing part to hold a screw in place.
3. The reviewer's opinion on the portability is NOT MENTIONED.",NEGATIVE,"The reviewer mentions that they received the Blackstone grill assembled as requested, but found a missing part to hold a screw in place.",NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer does not specifically mention the heat_control aspect of the product.
3. The sentiment on heat_control is NOT MENTIONED.",NEGATIVE,The reviewer does not specifically mention the heat_control aspect of the product.,NOT MENTIONED,"1. The overall review is NEGATIVE.
2. The reviewer mentions that the grill was missing a part that holds a screw in place so the hood doesn't open and fall.
3. The reviewer's opinion on durability is NEGATIVE as they experienced missing parts that affected the functionality of the grill.",NEGATIVE,The reviewer mentions that the grill was missing a part that holds a screw in place so the hood doesn't open and fall.,NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer mentions that there was a missing part to hold a screw in place so the hood doesn't open and fall when opened.
3. The reviewer's opinion on the accessories is NEGATIVE as they mention a missing part that affects the functionality of the grill.",NEGATIVE,The reviewer mentions that there was a missing part to hold a screw in place so the hood doesn't open and fall when opened.,NEGATIVE
"Wonderful griddle - great updates: This griddle is the 2023 model. It has a lot of small fixes from previous models that make it noticeable after you research all the options online. It took about 75-90 minutes to assemble. Fantastic griddle with all sorts of bells and whistles that fit into a fairly compact design with side shelves that fold down (propane side is at an angle, doesn't bother me at all though)[Rating - 5/5]",5,"1. The overall review is POSITIVE
2. The reviewer mentions that the griddle has a lot of small fixes from previous models that make it noticeable after researching all the options online.
3. The reviewer's opinion on the cooking_surface is POSITIVE.",POSITIVE,The reviewer mentions that the griddle has a lot of small fixes from previous models that make it noticeable after researching all the options online.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the griddle has a fairly compact design with side shelves that fold down.
3. The reviewer's opinion on the portability is POSITIVE.",POSITIVE,The reviewer mentions that the griddle has a fairly compact design with side shelves that fold down.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer mentions that the griddle has a lot of small fixes from previous models that make it noticeable after researching all the options online.
3. The reviewer's opinion on the heat_control is POSITIVE as they describe the griddle as fantastic with all sorts of bells and whistles, indicating that the heat_control is likely effective and efficient.",POSITIVE,The reviewer mentions that the griddle has a lot of small fixes from previous models that make it noticeable after researching all the options online.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the griddle has a lot of small fixes from previous models, which suggests improvements in durability.
3. The reviewer's opinion on durability is POSITIVE.",POSITIVE,"The reviewer mentions that the griddle has a lot of small fixes from previous models, which suggests improvements in durability.",POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer talks about the side shelves that fold down and mentions that the propane side is at an angle.
3. The reviewer's opinion on the accessories is POSITIVE.",POSITIVE,The reviewer talks about the side shelves that fold down and mentions that the propane side is at an angle.,POSITIVE
"Get one, you will love it!!!!!!: This unit will cook just about anything I want. It is built like a Sherman tank. If you have a pick up truck or trailer, I would elect to have it assembled by the store. It weighs 187 pounds and is quite a pain to put in and take out of your vehicle in its box. Been there, done that and won't make that mistake again. It also takes some body maneuvering to assemble the unit. That said, I love the Black Stone grill. It is easy to move around and has plenty of usable amenities suh as a trash bag holder, paper towel holder, magnetised utensile panel and a great storage tray for all of your spices, oil and such. Great for the family get together cooking a big breakfast, a lunch of burgers and hot dogs, and a dinner of fajitas and all the fixings.  Definitly get you one, put your apron on, spatula in hand, fire it up and get cooking. Love it!!![Rating - 5/5]",5,"1. The overall review is POSITIVE
2. The reviewer talks about the size and material of the cooking surface, mentioning that it is easy to move around and has plenty of amenities such as a trash bag holder, paper towel holder, magnetized utensil panel, and a storage tray for spices, oil, and other items.
3. Sentiment on cooking_surface is POSITIVE",POSITIVE,"The reviewer talks about the size and material of the cooking surface, mentioning that it is easy to move around and has plenty of amenities such as a trash bag holder, paper towel holder, magnetized utensil panel, and a storage tray for spices, oil, and other items.",POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer mentions that the Black Stone grill is easy to move around.
3. The reviewer's opinion on the portability is POSITIVE.",POSITIVE,The reviewer mentions that the Black Stone grill is easy to move around.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the Black Stone grill is easy to move around and has plenty of usable amenities.
3. The reviewer's opinion on the heat_control is NOT MENTIONED.",POSITIVE,The reviewer mentions that the Black Stone grill is easy to move around and has plenty of usable amenities.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the unit is ""built like a Sherman tank"" and describes it as easy to move around with plenty of usable amenities.
3. Sentiment on durability is POSITIVE",POSITIVE,"The reviewer mentions that the unit is ""built like a Sherman tank"" and describes it as easy to move around with plenty of usable amenities.",POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer talks about the various amenities of the Black Stone grill such as a trash bag holder, paper towel holder, magnetised utensil panel, and a storage tray for spices, oil, and other items.
3. The reviewer's opinion on the accessories is POSITIVE.",POSITIVE,"The reviewer talks about the various amenities of the Black Stone grill such as a trash bag holder, paper towel holder, magnetised utensil panel, and a storage tray for spices, oil, and other items.",POSITIVE
"Want some rusted meat?: I purchased this grill back in late April due to the positive reviews, wanting to try something different than a standard grill. I do like it for the most part, but after having it covered for a few weeks due to the endless rain we had in Texas, I went to grill the other day, and a large spot was rusted. I went to scrape it and large amounts of rust started coming off. I was astonished, as I hadn't done anything differently. The grill had been properly seasoned, and had been used at least three times prior. Is this a common occurrence with this product? As you can can see in the pictures, the first is the large spot of rust. After MUCH apple cider vinegar to eat the rust away, along with a drill wire brush, and soap spray, I finally removed most of it. I feel that this is not acceptable. I will have to re season this, which isn't difficult, but none of this should have happened. The grill was covered the entire time, with the Blackstone grill cover, which is a high quality cover. I'm not so sure at this point that I would buy another Blackstone grill, or recommend one.[Rating - 3/5]",3,"1. The overall review is NEGATIVE.
2. The reviewer talks about the cooking_surface being rusted and needing to be cleaned with apple cider vinegar, a drill wire brush, and soap spray.
3. The reviewer's opinion on the cooking_surface is NEGATIVE.",NEGATIVE,"The reviewer talks about the cooking_surface being rusted and needing to be cleaned with apple cider vinegar, a drill wire brush, and soap spray.",NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer does not specifically mention portability in the review.
3. The sentiment on portability is NOT MENTIONED.",NEGATIVE,The reviewer does not specifically mention portability in the review.,NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer does not specifically mention the heat_control aspect of the grill.
3. The sentiment on heat_control is NOT MENTIONED.",NEGATIVE,The reviewer does not specifically mention the heat_control aspect of the grill.,NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer talks about the rusting issue on the grill after being covered for a few weeks due to rain.
3. The reviewer's opinion on the durability is NEGATIVE.",NEGATIVE,The reviewer talks about the rusting issue on the grill after being covered for a few weeks due to rain.,NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer mentions the Blackstone grill cover as an accessory that was used to cover the grill.
3. The reviewer's opinion on the accessories is NEGATIVE as they mention that despite using a high-quality cover, the grill still rusted.",NEGATIVE,The reviewer mentions the Blackstone grill cover as an accessory that was used to cover the grill.,NEGATIVE
Not Assembled properly and dirty: There are bolts missing and the product is dirty on the grill. There is oil stains and also some other stains. The delivery guys were great but whoever put the product together didn’t do good and the product itself is nasty. Do not order.[Rating - 1/5],1,"1. The overall review is NEGATIVE.
2. The reviewer mentions that the cooking surface is dirty with oil stains and other stains.
3. The reviewer's opinion on the cooking_surface is NEGATIVE.",NEGATIVE,The reviewer mentions that the cooking surface is dirty with oil stains and other stains.,NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer does not specifically mention portability in the review.
3. Since portability is not mentioned, the sentiment on portability is NOT MENTIONED.",NEGATIVE,The reviewer does not specifically mention portability in the review.,NOT MENTIONED,"1. The overall review is NEGATIVE.
2. The reviewer does not specifically mention the heat_control aspect of the product.
3. The reviewer's opinion on the heat_control is NOT MENTIONED.",NEGATIVE,The reviewer does not specifically mention the heat_control aspect of the product.,NOT MENTIONED,"1. The overall review is NEGATIVE.
2. The reviewer mentions that the product is not assembled properly, has missing bolts, and is dirty with oil stains and other stains.
3. The reviewer's opinion on the durability is NEGATIVE as they mention that the product is not assembled properly and is described as ""nasty.""",NEGATIVE,"The reviewer mentions that the product is not assembled properly, has missing bolts, and is dirty with oil stains and other stains.",NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer mentions that there are bolts missing and the product is dirty on the grill, with oil stains and other stains present.
3. The reviewer's opinion on the accessories is NOT MENTIONED.",NEGATIVE,"The reviewer mentions that there are bolts missing and the product is dirty on the grill, with oil stains and other stains present.",NOT MENTIONED
Cheap hardware and parts .: Got it put together and the gas line regulator is not functioning. Tried to replace it but can't get the broken one off.[Rating - 1/5],1,"1. The overall review is NEGATIVE
2. The reviewer does not specifically mention the cooking_surface in the review.
3. Sentiment on cooking_surface is NOT MENTIONED",NEGATIVE,The reviewer does not specifically mention the cooking_surface in the review.,NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer does not mention anything about portability.
3. The sentiment on portability is NOT MENTIONED.",NEGATIVE,The reviewer does not mention anything about portability.,NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer mentions the gas line regulator not functioning, which is related to the heat_control aspect of the product.
3. The reviewer's opinion on the heat_control is NEGATIVE.",NEGATIVE,"The reviewer mentions the gas line regulator not functioning, which is related to the heat_control aspect of the product.",NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer mentions that the gas line regulator is not functioning and that they are having trouble replacing it.
3. The reviewer's opinion on the durability is NEGATIVE.",NEGATIVE,The reviewer mentions that the gas line regulator is not functioning and that they are having trouble replacing it.,NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer does not mention any accessories in the review.
3. The sentiment on accessories is NOT MENTIONED.",NEGATIVE,The reviewer does not mention any accessories in the review.,NOT MENTIONED
"4th burner finicky: The grill is great, but the 4th burner won't light unless its the first one. something is wrong with the pressure. can't return to Lowe's, so guess just have to deal.[Rating - 3/5]",3,"1. The overall review is NEGATIVE.
2. The reviewer mentions that the 4th burner won't light unless it's the first one, indicating an issue with the pressure.
3. The reviewer's opinion on the cooking_surface is NOT MENTIONED.",NEGATIVE,"The reviewer mentions that the 4th burner won't light unless it's the first one, indicating an issue with the pressure.",NOT MENTIONED,"1. The overall review is NEGATIVE.
2. The reviewer does not specifically mention portability in the review.
3. Since the reviewer does not mention portability, the sentiment on portability is NOT MENTIONED.",NEGATIVE,The reviewer does not specifically mention portability in the review.,NOT MENTIONED,"1. The overall review is NEGATIVE.
2. The reviewer mentions that the 4th burner won't light unless it's the first one, indicating an issue with the heat_control.
3. The reviewer's opinion on the heat_control is NEGATIVE as they are experiencing difficulties with the pressure and lighting of the 4th burner.",NEGATIVE,"The reviewer mentions that the 4th burner won't light unless it's the first one, indicating an issue with the heat_control.",NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer mentions that the 4th burner won't light unless it's the first one, indicating an issue with the pressure.
3. The reviewer's opinion on durability is NEGATIVE as they mention that something is wrong with the pressure and they are unable to return the product.",NEGATIVE,"The reviewer mentions that the 4th burner won't light unless it's the first one, indicating an issue with the pressure.",NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer does not mention any accessories in the review.
3. Since the reviewer does not mention any accessories, the sentiment on accessories is NOT MENTIONED.",NEGATIVE,The reviewer does not mention any accessories in the review.,NOT MENTIONED
36” Blackstone griddle: Very well made. Heats evenly and easy to cook on! Only gripe: The beautiful tray/rack that mounts to the front of the griddle will NOT stay on. I’ll have to permanently attach it with sheet metal (self tapping) screws. Not a deal breaker though!!![Rating - 5/5],5,"1. The overall review is POSITIVE.
2. The reviewer mentions that the 36” Blackstone griddle has a very well made cooking surface that heats evenly and is easy to cook on.
3. The reviewer's opinion on the cooking_surface is POSITIVE.",POSITIVE,The reviewer mentions that the 36” Blackstone griddle has a very well made cooking surface that heats evenly and is easy to cook on.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer mentions that the griddle is easy to cook on, but specifically mentions an issue with the tray/rack that mounts to the front of the griddle.
3. The sentiment on portability is NOT MENTIONED.",POSITIVE,"The reviewer mentions that the griddle is easy to cook on, but specifically mentions an issue with the tray/rack that mounts to the front of the griddle.",NOT MENTIONED,"1. The overall review is POSITIVE.
2. The reviewer mentions that the griddle heats evenly and is easy to cook on.
3. The reviewer's opinion on the heat_control is POSITIVE.",POSITIVE,The reviewer mentions that the griddle heats evenly and is easy to cook on.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer mentions that the 36” Blackstone griddle is ""Very well made.""
3. The reviewer's opinion on the durability is POSITIVE.",POSITIVE,"The reviewer mentions that the 36” Blackstone griddle is ""Very well made.""",POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer mentions the beautiful tray/rack that mounts to the front of the griddle.
3. The reviewer's opinion on the accessories is NEGATIVE, as they mention that the tray/rack will not stay on and they have to permanently attach it with screws.",POSITIVE,The reviewer mentions the beautiful tray/rack that mounts to the front of the griddle.,NEGATIVE
"Lowes Service: BBq was delivered to my house and was supposed to include Installation. Didn't happen. Parts missing.
Screws for the lid never came with the BBQ.
Tried calling Lowes Customer Service - Good Luck ! Nobody calls back. No resolution. Nothing and people are RUDE !
We will see what happens next.[Rating - 2/5]",2,"1. The overall review is NEGATIVE
2. The reviewer mentions that screws for the lid never came with the BBQ, but does not specifically mention the cooking surface.
3. The reviewer does not mention the cooking_surface, so the sentiment on cooking_surface is NOT MENTIONED.",NEGATIVE,"The reviewer mentions that screws for the lid never came with the BBQ, but does not specifically mention the cooking surface.",NOT MENTIONED,"1. The overall review is NEGATIVE.
2. The reviewer mentions that screws for the lid never came with the BBQ, which could potentially affect the portability of the product.
3. The sentiment on portability is NOT MENTIONED.",NEGATIVE,"The reviewer mentions that screws for the lid never came with the BBQ, which could potentially affect the portability of the product.",NOT MENTIONED,"1. The overall review is NEGATIVE.

2. The reviewer does not specifically mention the heat_control aspect of the BBQ.

3. Since the reviewer did not mention anything about the heat_control, the sentiment on heat_control is NOT MENTIONED.",NEGATIVE,The reviewer does not specifically mention the heat_control aspect of the BBQ.,NOT MENTIONED,"1. The overall review is NEGATIVE.
2. The reviewer mentions that screws for the lid never came with the BBQ, indicating a lack of attention to detail in the product's construction.
3. The reviewer's opinion on durability is NEGATIVE, as the missing parts suggest a lack of quality control and potentially impact the sturdiness and longevity of the BBQ.",NEGATIVE,"The reviewer mentions that screws for the lid never came with the BBQ, indicating a lack of attention to detail in the product's construction.",NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer mentions that screws for the lid never came with the BBQ.
3. The reviewer's opinion on the accessories is NEGATIVE as they mention that parts were missing and specifically call out the screws for the lid not being included.",NEGATIVE,The reviewer mentions that screws for the lid never came with the BBQ.,NEGATIVE
If you have parties in the back yard...MUST HAVE: MAKE SURE TO PROPERLY SEASON GRIDDLE BEFORE COOKING ON IT. Sorry for screaming but it is needed if you want the experience that Blackstone is offering lol Youtube is full of tutorials on how to season (it is very simple). It has been an excellent cooking experience thus far and can't wait to make more smash burgers![Rating - 5/5],5,"1. The overall review is POSITIVE
2. The reviewer mentions that the cooking surface needs to be properly seasoned before cooking on it.
3. Sentiment on cooking_surface is POSITIVE",POSITIVE,The reviewer mentions that the cooking surface needs to be properly seasoned before cooking on it.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention portability in the review.
3. Portability sentiment is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention portability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions the importance of properly seasoning the griddle before cooking on it.
3. The reviewer's opinion on the heat_control is NOT MENTIONED.",POSITIVE,The reviewer mentions the importance of properly seasoning the griddle before cooking on it.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions the importance of properly seasoning the griddle before cooking on it.
3. Sentiment on durability is POSITIVE",POSITIVE,The reviewer mentions the importance of properly seasoning the griddle before cooking on it.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions the importance of properly seasoning the griddle before cooking on it.
3. The reviewer does not specifically mention the accessories, so the sentiment on accessories is NOT MENTIONED.",POSITIVE,The reviewer mentions the importance of properly seasoning the griddle before cooking on it.,NOT MENTIONED
"Pretty good overall, not without faults.: Most of the grill is very good quality and then there are a few questionable parts and head scratchers.  Lots of assembly and some of the screws it is physically impossible to get them tightened because you can't get a proper driver in place.  

My biggest complaint is HOLY PACKAGING.  Awful... boxes within boxes, plastic, styrofoam, cardboard beams... just way too much.  I say this because its taken me 5 garbage loads in my HOA (stuffing as much as I can in the bin) and just finally got it all out of the garage.  If you live in a place with a very picky HOA, you will have problems...  The packaging is large and there is a lot of it.  You need some space to assemble but also to store the crap so you can get rid of the packaging.  

I've enjoyed using it and the food has been very good... but dang, packaging and some of the locations for screws and things were my two biggest complaints.[Rating - 4/5]",4,"1. The overall review is NEUTRAL.
2. The reviewer mentions that most of the grill is of very good quality, but there are a few questionable parts and head scratchers.
3. The reviewer does not specifically mention the cooking_surface, so the sentiment on cooking_surface is NOT MENTIONED.",NEUTRAL,"The reviewer mentions that most of the grill is of very good quality, but there are a few questionable parts and head scratchers.",NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer does not specifically mention portability in the review.
3. Sentiment on portability is NOT MENTIONED",NEGATIVE,The reviewer does not specifically mention portability in the review.,NOT MENTIONED,"1. The overall review is NEUTRAL
2. The reviewer does not specifically mention the heat_control aspect of the product.
3. Sentiment on heat_control is NOT MENTIONED",NEUTRAL,The reviewer does not specifically mention the heat_control aspect of the product.,NOT MENTIONED,"1. The overall review is NEUTRAL
2. The reviewer mentions that most of the grill is very good quality, but there are a few questionable parts and head scratchers. They also mention that some of the screws are difficult to tighten.
3. Sentiment on durability is NEUTRAL (The reviewer does not specifically mention the durability of the griddle, so it is not possible to determine their opinion on it)",NEUTRAL,"The reviewer mentions that most of the grill is very good quality, but there are a few questionable parts and head scratchers. They also mention that some of the screws are difficult to tighten.",NEUTRAL,"1. The overall review is NEGATIVE
2. The reviewer does not specifically mention any accessories included in the bundle.
3. Not mentioned",NEGATIVE,The reviewer does not specifically mention any accessories included in the bundle.,NOT MENTIONED
: Nice grill but would not recommend that you purchase assembled and delivered. Lid and side were bent and it’s missing a few pieces.[Rating - 4/5],4,"1. The overall review is NEGATIVE.
2. The reviewer mentions that the lid and side of the grill were bent and that it's missing a few pieces.
3. The reviewer's opinion on the cooking_surface is NOT MENTIONED.",NEGATIVE,The reviewer mentions that the lid and side of the grill were bent and that it's missing a few pieces.,NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer mentions that the grill was delivered assembled and there were issues with the lid and side being bent, as well as missing pieces.
3. The reviewer's opinion on portability is NOT MENTIONED.",NEGATIVE,"The reviewer mentions that the grill was delivered assembled and there were issues with the lid and side being bent, as well as missing pieces.",NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer does not specifically mention the heat_control aspect of the grill.
3. The sentiment on heat_control is NOT MENTIONED",NEGATIVE,The reviewer does not specifically mention the heat_control aspect of the grill.,NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer mentions that the lid and side of the grill were bent and that it was missing a few pieces.
3. The reviewer's opinion on the durability is NEGATIVE, as they experienced issues with the construction of the grill.",NEGATIVE,The reviewer mentions that the lid and side of the grill were bent and that it was missing a few pieces.,NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer mentions that the grill is missing a few pieces.
3. The reviewer's opinion on the accessories is NEGATIVE.",NEGATIVE,The reviewer mentions that the grill is missing a few pieces.,NEGATIVE
"Plenty of surface area: Plenty of surface area for multiple heat zones. The lid itself is worth the extra money vs the non lid model. There's plenty of storage in front for spices, etc...
Get it. You will enjoy it.[Rating - 5/5]",5,"1. The overall review is POSITIVE
2. The reviewer talks about the plenty of surface area for multiple heat zones and the lid being worth the extra money.
3. Sentiment on cooking_surface is POSITIVE",POSITIVE,The reviewer talks about the plenty of surface area for multiple heat zones and the lid being worth the extra money.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer does not specifically mention portability in the review.
3. Sentiment on portability is NOT MENTIONED.",POSITIVE,The reviewer does not specifically mention portability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that there is plenty of surface area for multiple heat zones.
3. The reviewer's opinion on the heat_control is POSITIVE.",POSITIVE,The reviewer mentions that there is plenty of surface area for multiple heat zones.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the lid is worth the extra money compared to the non-lid model, indicating that the construction and materials of the griddle are of good quality.
3. The reviewer's opinion on durability is POSITIVE",POSITIVE,"The reviewer mentions that the lid is worth the extra money compared to the non-lid model, indicating that the construction and materials of the griddle are of good quality.",POSITIVE,"1. The overall review is POSITIVE
2. The reviewer talks about the lid being worth the extra money and the plenty of storage in front for spices.
3. Sentiment on accessories is POSITIVE",POSITIVE,The reviewer talks about the lid being worth the extra money and the plenty of storage in front for spices.,POSITIVE
"Constant poor products from Lowes: The product is old, rusted, scaped and dented. Covered in pollen. This was the third attempted delivery and I'm supposed to have a delivery today to switch the bad product out. Nobody has contacted me. I will be returning my order all together and getting a refund. I will not shop with Lowes anymore[Rating - 1/5]",1,"1. The overall review is NEGATIVE
2. The reviewer mentions that the product received from Lowes had a cooking surface that was old, rusted, scraped, dented, and covered in pollen.
3. The reviewer's opinion on the cooking_surface is NEGATIVE.",NEGATIVE,"The reviewer mentions that the product received from Lowes had a cooking surface that was old, rusted, scraped, dented, and covered in pollen.",NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer does not specifically mention portability in the review.
3. Sentiment on portability is NOT MENTIONED",NEGATIVE,The reviewer does not specifically mention portability in the review.,NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer does not specifically mention the heat_control aspect of the product.
3. The sentiment on heat_control is NOT MENTIONED",NEGATIVE,The reviewer does not specifically mention the heat_control aspect of the product.,NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer mentions that the product is old, rusted, scraped, dented, and covered in pollen.
3. The reviewer's opinion on the durability is NEGATIVE.",NEGATIVE,"The reviewer mentions that the product is old, rusted, scraped, dented, and covered in pollen.",NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer does not mention any accessories in the review.
3. Since the reviewer does not mention any accessories, the sentiment on accessories is NOT MENTIONED.",NEGATIVE,The reviewer does not mention any accessories in the review.,NOT MENTIONED
