review_content,review_rating,raw_cooking_surface,overall_cooking_surface,cooking_surface_opinion,cooking_surface,raw_portability,overall_portability,portability_opinion,portability,raw_heat_control,overall_heat_control,heat_control_opinion,heat_control,raw_durability,overall_durability,durability_opinion,durability,raw_accessories,overall_accessories,accessories_opinion,accessories
"Disappointed: I like the sturdiness and the easy read display.  The temperature gauge inside the barrel
is giving incorrect readings, this is  always off at least 20 degrees and sometimes as much as 50.  The probe is also giving incorrect readings.  This makes very hard to cook properly and get a good finished product.   I was smoking something that required a high temperature and the display read 400 and never moved from that no matter how far I turned it down.  The burner just kept running and would not swi...[Rating - 2/5]",2,"1. The overall review is NEGATIVE.
2. The reviewer mentions that the temperature gauge inside the barrel is giving incorrect readings, making it hard to cook properly.
3. The reviewer's opinion on the cooking_surface is NEGATIVE as they are experiencing difficulties in cooking due to incorrect temperature readings.",NEGATIVE,"The reviewer mentions that the temperature gauge inside the barrel is giving incorrect readings, making it hard to cook properly.",NEGATIVE,"1. The sentiment of the overall review is NEGATIVE.
2. The reviewer does not specifically mention portability in the review.
3. Since the reviewer does not mention portability, the sentiment on portability is NOT MENTIONED.",NEGATIVE,The reviewer does not specifically mention portability in the review.,NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer mentions that the temperature gauge inside the barrel is giving incorrect readings, making it hard to cook properly.
3. The reviewer's opinion on the heat_control is NEGATIVE.",NEGATIVE,"The reviewer mentions that the temperature gauge inside the barrel is giving incorrect readings, making it hard to cook properly.",NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer mentions liking the sturdiness of the product.
3. The reviewer's opinion on durability is POSITIVE.",NEGATIVE,The reviewer mentions liking the sturdiness of the product.,POSITIVE,"1. The overall review is NEGATIVE.
2. The reviewer does not mention any accessories in the review.
3. Since the reviewer does not mention any accessories, their opinion on the accessories is NOT MENTIONED.",NEGATIVE,The reviewer does not mention any accessories in the review.,NOT MENTIONED
"It will NOT come ""assembled!"": When I ordered this product online, I was given the option of having it assembled, free.  It was NOT assembled when I went to the local store to pick it up.  The Lowe's representative told me, ""It's too heavy -- 186 pounds.""  Since it's a birthday gift, I went ahead and picked it up in my truck, but getting it assembled was a big hassle.  Note to Lowe's:  don't offer to assemble something and then not do it![Rating - 5/5]",5,"1. The overall review is NEGATIVE
2. The reviewer mentions the cooking_surface in terms of the product not being assembled as promised.
3. Sentiment on cooking_surface is NOT MENTIONED",NEGATIVE,The reviewer mentions the cooking_surface in terms of the product not being assembled as promised.,NOT MENTIONED,"1. The overall review is NEGATIVE.
2. The reviewer mentions that the product is heavy, weighing 186 pounds, and that it was not assembled as promised.
3. The reviewer's opinion on portability is NEGATIVE, as they had difficulty transporting the heavy product and had to deal with the hassle of assembling it themselves.",NEGATIVE,"The reviewer mentions that the product is heavy, weighing 186 pounds, and that it was not assembled as promised.",NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer does not specifically mention the heat_control aspect of the product.
3. Sentiment on heat_control is NOT MENTIONED",NEGATIVE,The reviewer does not specifically mention the heat_control aspect of the product.,NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer mentions the weight of the product (186 pounds) and the fact that it was not assembled as promised.
3. The reviewer's opinion on durability is NOT MENTIONED.",NEGATIVE,The reviewer mentions the weight of the product (186 pounds) and the fact that it was not assembled as promised.,NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer mentions that the product was supposed to come assembled, but it was not.
3. The reviewer does not mention any specific opinion on the accessories.",NEGATIVE,"The reviewer mentions that the product was supposed to come assembled, but it was not.",NOT MENTIONED
"Great Customer Support: This is my first pellet grill, and I had issues out of the box. I put it together, primed it, and as soon as it got past the initial startup, it threw an auger error alarm and shut down. Turned it off, retried, same issue. Their customer support was great and sent over a new auger motor and control board. I swapped them, and saw that one of the auger motor wires had a deep cut in it. It has worked fine since, but I lost a brisket and my time to this cut wire. They made it right, but nobody shoul...[Rating - 3/5]",3,"1. The overall review is NEGATIVE
2. The reviewer mentions that the pellet grill had issues with the auger motor and control board, which affected the functionality of the grill.
3. The reviewer's opinion on the cooking_surface is NOT MENTIONED.",NEGATIVE,"The reviewer mentions that the pellet grill had issues with the auger motor and control board, which affected the functionality of the grill.",NOT MENTIONED,"1. The overall review is NEUTRAL.
2. The reviewer does not specifically mention portability in the review.
3. Sentiment on portability is NOT MENTIONED.",NEUTRAL,The reviewer does not specifically mention portability in the review.,NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer mentions that they had issues with the pellet grill throwing an auger error alarm and shutting down.
3. The reviewer's opinion on the heat_control is NEGATIVE as they experienced issues with the grill's functionality related to temperature control.",NEGATIVE,The reviewer mentions that they had issues with the pellet grill throwing an auger error alarm and shutting down.,NEGATIVE,"1. The overall review is NEUTRAL
2. The reviewer mentions that they had issues with the grill out of the box, specifically with the auger motor wires having a deep cut in it.
3. The reviewer's opinion on durability is NEGATIVE, as they experienced issues with the grill shortly after receiving it.",NEUTRAL,"The reviewer mentions that they had issues with the grill out of the box, specifically with the auger motor wires having a deep cut in it.",NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer does not mention any accessories in the review.
3. Since the reviewer does not mention any accessories, there is no sentiment assigned to the accessories.",NEGATIVE,The reviewer does not mention any accessories in the review.,NOT MENTIONED
"First Smoker!: Went back and forth on a smoker for a long time, but this has been the best experience ever!  Bought the Pit Boss after looking at Trager and decided the Pit Boss was more heavy duty and it came with the WiFi.  Assembly was pretty easy, it does take two people to put on the legs and to stand it upright (It's heavy!).  Had no problem connecting to WiFi or using the App.  The App is really useful for monitoring your grill and changing temp.  I've smoked a venison shoulder, a ham off a wild hog, a ...[Rating - 5/5]",5,"1. The overall review is POSITIVE
2. The reviewer mentions that they have smoked a venison shoulder, a ham off a wild hog, and other items on the Pit Boss smoker.
3. Sentiment on cooking_surface is NOT MENTIONED",POSITIVE,"The reviewer mentions that they have smoked a venison shoulder, a ham off a wild hog, and other items on the Pit Boss smoker.",NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the assembly was pretty easy, but it does take two people to put on the legs and stand it upright because it's heavy.
3. The reviewer's opinion on portability is NEGATIVE",POSITIVE,"The reviewer mentions that the assembly was pretty easy, but it does take two people to put on the legs and stand it upright because it's heavy.",NEGATIVE,"1. The overall review is POSITIVE.
2. The reviewer talks about using the App for monitoring the grill and changing the temperature.
3. The reviewer's opinion on the heat_control is POSITIVE.",POSITIVE,The reviewer talks about using the App for monitoring the grill and changing the temperature.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the Pit Boss smoker is heavy duty and more sturdy compared to other options like Trager.
3. The reviewer's opinion on durability is POSITIVE.",POSITIVE,The reviewer mentions that the Pit Boss smoker is heavy duty and more sturdy compared to other options like Trager.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the Pit Boss smoker came with WiFi, which is a useful feature for monitoring the grill and changing temperature.
3. The reviewer's opinion on the accessories is POSITIVE.",POSITIVE,"The reviewer mentions that the Pit Boss smoker came with WiFi, which is a useful feature for monitoring the grill and changing temperature.",POSITIVE
"Decent smoker, quirky: I bought this smoker a couple of years ago and have made some really good things on it. But I find it quite fiddlely to work with. Mainly the control board is super annoying. The design of the board is terrible. The thing is all touch screen except for the temperature knob. The bits that you have to touch to control require a huge amount of pressure to work properly. So getting it started is a bit of a chore since you have to press and hold the auger button to get it to light, but the auger turn...[Rating - 3/5]",3,"1. The overall review is NEGATIVE
2. The reviewer mentions the control board being touch screen except for the temperature knob, and that the bits that need to be touched require a lot of pressure to work properly.
3. Sentiment on cooking_surface is NEGATIVE",NEGATIVE,"The reviewer mentions the control board being touch screen except for the temperature knob, and that the bits that need to be touched require a lot of pressure to work properly.",NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer does not specifically mention portability in the review.
3. The sentiment on portability is NOT MENTIONED",NEGATIVE,The reviewer does not specifically mention portability in the review.,NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer talks about the control board being fiddlely to work with, specifically mentioning the touch screen control and temperature knob.
3. The reviewer's opinion on the heat_control is NEGATIVE, as they find the control board design terrible and the touch controls require a huge amount of pressure to work properly.",NEGATIVE,"The reviewer talks about the control board being fiddlely to work with, specifically mentioning the touch screen control and temperature knob.",NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer mentions that the control board of the smoker is quite fiddlely to work with, specifically criticizing the design and functionality of the touch screen control.
3. The reviewer's opinion on the durability is NEGATIVE, as they find the control board annoying and the touch controls require a lot of pressure to work properly, indicating potential issues with longevity and sturdiness.",NEGATIVE,"The reviewer mentions that the control board of the smoker is quite fiddlely to work with, specifically criticizing the design and functionality of the touch screen control.",NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer does not mention any accessories in the review.
3. Sentiment on accessories is NOT MENTIONED",NEGATIVE,The reviewer does not mention any accessories in the review.,NOT MENTIONED
Stay broken: I bought this grill for my husband for Christmas. Before the year was up it stopped working. My husband figured out it was clogged. Next couple months the sensor stopped working or kept turning off the grill. Next few months the bolts started falling out of it when we keep it not outside but inside to protect it. At this point  I am so mad I spent good money on it something my husband has to zip tie to keep it together and stand over it all the time. A true waste.[Rating - 1/5],1,"1. The overall review is NEGATIVE
2. The reviewer mentions that the grill had issues with clogging, sensor malfunction, and bolts falling out.
3. The reviewer's opinion on the cooking_surface is NEGATIVE as they mention that the grill had multiple issues with its functionality.",NEGATIVE,"The reviewer mentions that the grill had issues with clogging, sensor malfunction, and bolts falling out.",NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer mentions that the bolts started falling out of the grill when kept inside to protect it.
3. The reviewer's opinion on the portability is NEGATIVE.",NEGATIVE,The reviewer mentions that the bolts started falling out of the grill when kept inside to protect it.,NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer mentions that the sensor stopped working or kept turning off the grill, which could be related to the heat control.
3. The reviewer's opinion on the heat_control is NEGATIVE as they experienced issues with the sensor and inconsistent performance of the grill.",NEGATIVE,"The reviewer mentions that the sensor stopped working or kept turning off the grill, which could be related to the heat control.",NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer mentions that the grill stopped working within a year, had clogged sensors, and bolts started falling out.
3. The reviewer's opinion on the durability is NEGATIVE.",NEGATIVE,"The reviewer mentions that the grill stopped working within a year, had clogged sensors, and bolts started falling out.",NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer mentions that they keep the grill inside to protect it, but the bolts started falling out of it.
3. The reviewer's opinion on the accessories is NEGATIVE as they mention having to zip tie the grill to keep it together, indicating that the accessories did not enhance the functionality and convenience of the grill.",NEGATIVE,"The reviewer mentions that they keep the grill inside to protect it, but the bolts started falling out of it.",NEGATIVE
People Are Starting To Call Me Grill Daddy 💅🏽: The temp control is perfect and the seals on it hold the smoke in. The auger has not gotten jammed since I started using it last week. Easy access for cleaning and the cook area is pretty cast for its size.[Rating - 5/5],5,"1. The overall review is POSITIVE
2. The reviewer mentions that the cook area is pretty cast for its size.
3. Sentiment on cooking_surface is POSITIVE",POSITIVE,The reviewer mentions that the cook area is pretty cast for its size.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer does not specifically mention portability in the review.
3. Since portability is not mentioned, the sentiment on portability is NOT MENTIONED.",POSITIVE,The reviewer does not specifically mention portability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE.
2. The reviewer mentions that the temp control is perfect and the seals on the grill hold the smoke in.
3. The reviewer's opinion on the heat_control is POSITIVE.",POSITIVE,The reviewer mentions that the temp control is perfect and the seals on the grill hold the smoke in.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the seals on the griddle hold the smoke in, the auger has not gotten jammed, and the cook area is pretty cast for its size.
3. The reviewer's opinion on durability is POSITIVE",POSITIVE,"The reviewer mentions that the seals on the griddle hold the smoke in, the auger has not gotten jammed, and the cook area is pretty cast for its size.",POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer does not mention any specific accessories in the review.
3. Sentiment on accessories is NOT MENTIONED.",POSITIVE,The reviewer does not mention any specific accessories in the review.,NOT MENTIONED
solid grill: very well made heavy duty and easily assembled[Rating - 5/5],5,"1. The overall review is POSITIVE.
2. The reviewer mentions that the grill is ""very well made"" and ""heavy duty.""
3. The reviewer's opinion on the cooking_surface is POSITIVE.",POSITIVE,"The reviewer mentions that the grill is ""very well made"" and ""heavy duty.""",POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the grill is ""very well made heavy duty and easily assembled.""
3. The reviewer's opinion on the portability is POSITIVE.",POSITIVE,"The reviewer mentions that the grill is ""very well made heavy duty and easily assembled.""",POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the grill is ""very well made heavy duty and easily assembled""
3. The reviewer does not specifically mention the heat_control aspect, so it is NOT MENTIONED.",POSITIVE,"The reviewer mentions that the grill is ""very well made heavy duty and easily assembled""",NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the grill is ""very well made"" and ""heavy duty.""
3. The reviewer's opinion on durability is POSITIVE",POSITIVE,"The reviewer mentions that the grill is ""very well made"" and ""heavy duty.""",POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer mentions that the grill is ""very well made heavy duty and easily assembled.""
3. The reviewer does not mention any specific accessories, so the sentiment on accessories is NOT MENTIONED.",POSITIVE,"The reviewer mentions that the grill is ""very well made heavy duty and easily assembled.""",NOT MENTIONED
Pitt Boss 850: New to pellet smoker's but this one does what you need to do smoke for slow cooking and you can grill steak 🥩 burgers 🍔🤤 it's ability to keep consistent temperature is what helps produce competition grade Barbeque and quick easy grilled chicken 🍗 Burgers and steak 🍢 seafood it's a great investment[Rating - 5/5],5,"1. The overall review is POSITIVE.
2. The reviewer mentions that the Pitt Boss 850 has the ability to grill steak, burgers, seafood, and other items.
3. The reviewer's opinion on the cooking_surface is POSITIVE.",POSITIVE,"The reviewer mentions that the Pitt Boss 850 has the ability to grill steak, burgers, seafood, and other items.",POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer does not specifically mention portability in the review.
3. The sentiment on portability is NOT MENTIONED.",POSITIVE,The reviewer does not specifically mention portability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the ability of the Pitt Boss 850 to keep a consistent temperature is what helps produce competition grade Barbeque and quick easy grilled chicken, burgers, steak, and seafood.
3. The reviewer's opinion on the heat_control is POSITIVE.",POSITIVE,"The reviewer mentions that the ability of the Pitt Boss 850 to keep a consistent temperature is what helps produce competition grade Barbeque and quick easy grilled chicken, burgers, steak, and seafood.",POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the Pitt Boss 850 is able to keep consistent temperature, which helps produce competition grade Barbeque and quick easy grilled chicken, burgers, steak, and seafood.
3. The reviewer's opinion on durability is POSITIVE.",POSITIVE,"The reviewer mentions that the Pitt Boss 850 is able to keep consistent temperature, which helps produce competition grade Barbeque and quick easy grilled chicken, burgers, steak, and seafood.",POSITIVE,"1. The overall review is POSITIVE
2. The reviewer does not mention any specific accessories in the review.
3. Sentiment on accessories is NOT MENTIONED",POSITIVE,The reviewer does not mention any specific accessories in the review.,NOT MENTIONED
"Pull the trigger: So far I am impressed. It is replacing a slow and low 2’x4’ cooker. Unlike the cooker where i run the temp all the way up , 450 degrees or so and then bringing it down to your desired temperature, this grill runs hi and you have to wait for the pellets to burn down and let it settle down. So overall I’m am impressed.[Rating - 5/5]",5,"1. The overall review is POSITIVE
2. The reviewer mentions that the cooking surface is replacing a slow and low 2’x4’ cooker.
3. Sentiment on cooking_surface is POSITIVE",POSITIVE,The reviewer mentions that the cooking surface is replacing a slow and low 2’x4’ cooker.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the grill is replacing a slow and low 2’x4’ cooker, indicating that the new grill is likely larger in size.
3. The reviewer does not specifically mention portability, so the sentiment on portability is NOT MENTIONED.",POSITIVE,"The reviewer mentions that the grill is replacing a slow and low 2’x4’ cooker, indicating that the new grill is likely larger in size.",NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer talks about how the grill runs high and you have to wait for the pellets to burn down and let it settle down.
3. The reviewer's opinion on the heat_control is NEUTRAL",POSITIVE,The reviewer talks about how the grill runs high and you have to wait for the pellets to burn down and let it settle down.,NEUTRAL,"1. The overall review is POSITIVE.
2. The reviewer mentions that the grill is replacing a slow and low 2’x4’ cooker and talks about the process of running the temperature up and then bringing it down in the cooker, compared to the grill running high and needing to wait for the pellets to burn down.
3. The reviewer does not specifically mention the durability of the grill, so the sentiment on durability is NOT MENTIONED.",POSITIVE,"The reviewer mentions that the grill is replacing a slow and low 2’x4’ cooker and talks about the process of running the temperature up and then bringing it down in the cooker, compared to the grill running high and needing to wait for the pellets to burn down.",NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer does not mention any accessories in the review.
3. Sentiment on accessories is NOT MENTIONED",POSITIVE,The reviewer does not mention any accessories in the review.,NOT MENTIONED
What is this thing: This is totally  not the smoker of the future to be honest  my master built stand up is a way better  smoker this is an over prices grill I'm so dissatisfied  I truly  dont.know what to say about this thing if I can it will be.returned to the store if it wasn't  for the auto feeder that u have to stand and hold the prime  button for 10min to get the thing started  only to find out there is no smoke in the smoker I feel like a class action should be.taken against pitboss for an exaggeration  buy ...[Rating - 1/5],1,"1. The overall review is NEGATIVE
2. The reviewer mentions that the cooking surface is not satisfactory and compares it unfavorably to their Masterbuilt stand up smoker.
3. Sentiment on cooking_surface is NEGATIVE",NEGATIVE,The reviewer mentions that the cooking surface is not satisfactory and compares it unfavorably to their Masterbuilt stand up smoker.,NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer does not specifically mention portability in the review.
3. Since the reviewer does not mention portability, the sentiment on portability is NOT MENTIONED.",NEGATIVE,The reviewer does not specifically mention portability in the review.,NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer mentions that they had to stand and hold the prime button for 10 minutes to get the smoker started, only to find out there was no smoke in the smoker.
3. The reviewer's opinion on the heat_control is NEGATIVE.",NEGATIVE,"The reviewer mentions that they had to stand and hold the prime button for 10 minutes to get the smoker started, only to find out there was no smoke in the smoker.",NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer mentions that the smoker is overpriced and not as good as their Masterbuilt stand up smoker.
3. The reviewer's opinion on durability is NEGATIVE as they seem dissatisfied with the quality of the smoker.",NEGATIVE,The reviewer mentions that the smoker is overpriced and not as good as their Masterbuilt stand up smoker.,NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer does not mention any accessories in the review.
3. Not mentioned",NEGATIVE,The reviewer does not mention any accessories in the review.,NOT MENTIONED
"Pit Boss won't honor warranty: I bought this smoker at Lowes in Lexington NC on February 2, 2024. I used it five times and the end of the barrel started to separate from the barrel itself. I called Pit Boss and talked to Diana and even sent them a pic of the smoker and Pit Boss refused to send me another barrel so I could fix it. She told me to return it to Lowes which is exactly what the warranty says not to do. DON'T BUY A PIT BOSS BECAUSE THEY WON'T HONOR THE 5 YEAR WARRANTY!![Rating - 1/5]",1,"1. The overall review is NEGATIVE
2. The reviewer mentions the issue with the end of the barrel separating from the barrel itself.
3. Sentiment on cooking_surface is NEGATIVE",NEGATIVE,The reviewer mentions the issue with the end of the barrel separating from the barrel itself.,NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer does not specifically mention portability in the review.
3. Since portability is not mentioned in the review, the sentiment on portability is NOT MENTIONED.",NEGATIVE,The reviewer does not specifically mention portability in the review.,NOT MENTIONED,"1. The overall review is NEGATIVE.
2. The reviewer does not specifically mention the heat_control aspect of the product.
3. The sentiment on heat_control is NOT MENTIONED.",NEGATIVE,The reviewer does not specifically mention the heat_control aspect of the product.,NOT MENTIONED,"1. The overall review is NEGATIVE.
2. The reviewer talks about the durability issue with the smoker, specifically mentioning that the end of the barrel started to separate from the barrel itself after only five uses.
3. Sentiment on durability is NEGATIVE. The reviewer is unhappy with the durability of the product and expresses frustration that Pit Boss refused to honor the warranty by sending a replacement barrel.",NEGATIVE,"The reviewer talks about the durability issue with the smoker, specifically mentioning that the end of the barrel started to separate from the barrel itself after only five uses.",NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer does not mention any accessories in the review.
3. Not mentioned.",NEGATIVE,The reviewer does not mention any accessories in the review.,NOT MENTIONED
Great Smoker: Consistent smoker[Rating - 5/5],5,"1. The overall review is POSITIVE
2. The reviewer mentions that the smoker is consistent.
3. The reviewer's opinion on the cooking_surface is NOT MENTIONED.",POSITIVE,The reviewer mentions that the smoker is consistent.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer does not mention anything about portability.
3. Sentiment on portability is NOT MENTIONED",POSITIVE,The reviewer does not mention anything about portability.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the smoker is a consistent smoker.
3. The reviewer's opinion on the heat_control is POSITIVE.",POSITIVE,The reviewer mentions that the smoker is a consistent smoker.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the smoker is consistent.
3. The reviewer's opinion on durability is POSITIVE.",POSITIVE,The reviewer mentions that the smoker is consistent.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer does not mention any specific accessories in the review.
3. The reviewer does not provide an opinion on the accessories.",,The reviewer does not mention any specific accessories in the review.,
"Not a good smoker for me.: I had a very inexpensive Masterbuilt smoket that worked really good, but I wanted to try a pellet grill. I bought a 850 pro-series, and have not been happy with the food having a smoke flavor to it. I smoke at 225 degrees and to me it acts more like an oven than a smoker. The one I bought does not have the P settings, so I am stuck with the factory default which I think is a P4. I called Pit Boss and they said I should buy a smoking tube, but I never would of bought the smoker if I knew that was...[Rating - 1/5]",1,"1. The overall review is NEGATIVE.
2. The reviewer mentions that they are not happy with the food having a smoke flavor to it when using the pellet grill.
3. The reviewer's opinion on the cooking_surface is NEGATIVE as they feel that the pellet grill acts more like an oven than a smoker and they are not satisfied with the results.",NEGATIVE,The reviewer mentions that they are not happy with the food having a smoke flavor to it when using the pellet grill.,NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer does not specifically mention portability in the review.
3. The sentiment on portability is NOT MENTIONED.",NEGATIVE,The reviewer does not specifically mention portability in the review.,NOT MENTIONED,"1. The overall review is NEGATIVE.
2. The reviewer mentions that they smoke at 225 degrees and feel that the grill acts more like an oven than a smoker.
3. The reviewer's opinion on the heat_control is NEGATIVE as they are not happy with the smoke flavor and feel that the grill does not function well as a smoker.",NEGATIVE,The reviewer mentions that they smoke at 225 degrees and feel that the grill acts more like an oven than a smoker.,NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer mentions that they had a very inexpensive Masterbuilt smoker that worked well, but they were not happy with the durability of the Pit Boss 850 pro-series pellet grill.
3. The reviewer's opinion on the durability is NEGATIVE.",NEGATIVE,"The reviewer mentions that they had a very inexpensive Masterbuilt smoker that worked well, but they were not happy with the durability of the Pit Boss 850 pro-series pellet grill.",NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer does not mention any accessories in the review.
3. Since the reviewer does not mention any accessories, there is no sentiment on accessories mentioned in the review.",NEGATIVE,The reviewer does not mention any accessories in the review.,NOT MENTIONED
"Good grill, some poor documentation and specs: I'd like to start off by saying that this is a pretty decent quality grill/ smoker unit so far. It's got a very nice build quality. I grilled in New York strip steak on it tonight and it came out pretty good. I've caught two things with this particular grill that I did find less than exceptional. First- it advertises that it has a 20 lb hopper capacity, I may be missing something but, my 850 pro does not have a 20 lb capacity. Using a 20 lb pit boss branded bag of pellets it seems to have a 10 l...[Rating - 4/5]",4,"1. The overall review is POSITIVE
2. The reviewer mentions that they grilled a New York strip steak on the grill/smoker unit.
3. The reviewer does not specifically mention their opinion on the cooking_surface, so it is NOT MENTIONED.",POSITIVE,The reviewer mentions that they grilled a New York strip steak on the grill/smoker unit.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the grill/smoker unit has a nice build quality.
3. The reviewer does not specifically mention the portability of the grill, so the sentiment on portability is NOT MENTIONED.",POSITIVE,The reviewer mentions that the grill/smoker unit has a nice build quality.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the grill/smoker unit has good build quality and that they grilled a New York strip steak on it.
3. The reviewer does not specifically mention the heat_control aspect of the product, so it is NOT MENTIONED.",POSITIVE,The reviewer mentions that the grill/smoker unit has good build quality and that they grilled a New York strip steak on it.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the grill/smoker unit has a very nice build quality.
3. The reviewer's opinion on durability is POSITIVE",POSITIVE,The reviewer mentions that the grill/smoker unit has a very nice build quality.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer does not mention any accessories in the review.
3. Not mentioned",POSITIVE,The reviewer does not mention any accessories in the review.,NOT MENTIONED
"Pit Boss perfection: Ever since I tried the Pit Boss grill, whatever I grill comes out to perfection. Once you dial in your cooking times, anything you grill at any occasion will come out with a consistent result and delicious flavor. I love it, and I believe it's a must-have if you love to grill. I also love the variety of pellets of different woods that also allow to add a little extra to the flavors.[Rating - 5/5]",5,"1. The overall review is POSITIVE
2. The reviewer talks about how whatever they grill on the Pit Boss grill comes out to perfection once they dial in their cooking times. 
3. The reviewer's opinion on the cooking_surface is POSITIVE.",POSITIVE,The reviewer talks about how whatever they grill on the Pit Boss grill comes out to perfection once they dial in their cooking times. ,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer does not mention anything about the portability of the Pit Boss grill.
3. Sentiment on portability is NOT MENTIONED",POSITIVE,The reviewer does not mention anything about the portability of the Pit Boss grill.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that once you dial in your cooking times, anything you grill at any occasion will come out with a consistent result and delicious flavor.
3. The reviewer's opinion on the heat_control is POSITIVE",POSITIVE,"The reviewer mentions that once you dial in your cooking times, anything you grill at any occasion will come out with a consistent result and delicious flavor.",POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the Pit Boss grill is durable and can consistently produce perfect results when grilling.
3. The reviewer's opinion on the durability is POSITIVE.",POSITIVE,The reviewer mentions that the Pit Boss grill is durable and can consistently produce perfect results when grilling.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer talks about the variety of pellets of different woods that allow adding extra flavor to the grilling experience.
3. The reviewer's opinion on the accessories is POSITIVE.",POSITIVE,The reviewer talks about the variety of pellets of different woods that allow adding extra flavor to the grilling experience.,POSITIVE
"Non functional: Brand new out of box it threw an error code support sent new igniter, still didn’t work next sent a whole new controller and the grill finally worked.[Rating - 1/5]",1,"1. The overall review is NEGATIVE
2. The reviewer mentions that the grill did not work initially, but after receiving a new controller, it finally worked.
3. The reviewer's opinion on the cooking_surface is NOT MENTIONED.",NEGATIVE,"The reviewer mentions that the grill did not work initially, but after receiving a new controller, it finally worked.",NOT MENTIONED,"1. The overall review is NEGATIVE.
2. The reviewer does not mention anything about the portability of the grill.
3. The sentiment on portability is NOT MENTIONED.",NEGATIVE,The reviewer does not mention anything about the portability of the grill.,NOT MENTIONED,"1. The overall review is NEGATIVE.
2. The reviewer mentions that the grill did not work initially and had to have parts replaced by customer support.
3. The reviewer's opinion on the heat_control is NOT MENTIONED.",NEGATIVE,The reviewer mentions that the grill did not work initially and had to have parts replaced by customer support.,NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer mentions that the grill was non-functional out of the box and required replacement parts.
3. The reviewer's opinion on the durability is NEGATIVE as the grill was non-functional and required replacement parts shortly after purchase.",NEGATIVE,The reviewer mentions that the grill was non-functional out of the box and required replacement parts.,NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer does not mention anything about accessories.
3. Sentiment on accessories is NOT MENTIONED",NEGATIVE,The reviewer does not mention anything about accessories.,NOT MENTIONED
